CODMEC,ANO,DEP,NOME,SETEDU,DISTRITO07,SUBPREF,CORED,ZONA,EFABAND9ANOS1S,EFABAND9ANOS2S,EFABAND9ANOS3S,EFABAND9ANOS4S,EFABAND9ANOS5S,EFABAND9ANOS6S,EFABAND9ANOS7S,EFABAND9ANOS8S,EFABAND9ANOS9S,EFABAND1S,EFABAND2S,EFABAND3S,EFABAND4S,EFABAND5S,EFABAND6S,EFABAND7S,EFABAND8S,TOTALEF_ABAND,EFAPROV9ANOS1S,EFAPROV9ANOS2S,EFAPROV9ANOS3S,EFAPROV9ANOS4S,EFAPROV9ANOS5S,EFAPROV9ANOS6S,EFAPROV9ANOS7S,EFAPROV9ANOS8S,EFAPROV9ANOS9S,EFAPROV1S,EFAPROV2S,EFAPROV3S,EFAPROV4S,EFAPROV5S,EFAPROV6S,EFAPROV7S,EFAPROV8S,TOTALEF_APROV,EFREPROV9ANOS1S,EFREPROV9ANOS2S,EFREPROV9ANOS3S,EFREPROV9ANOS4S,EFREPROV9ANOS5S,EFREPROV9ANOS6S,EFREPROV9ANOS7S,EFREPROV9ANOS8S,EFREPROV9ANOS9S,EFREPROV1S,EFREPROV2S,EFREPROV3S,EFREPROV4S,EFREPROV5S,EFREPROV6S,EFREPROV7S,EFREPROV8S,TOTALEF_REPROV,CONCLUINTES_EF,EMABAND1S,EMABAND2S,EMABAND3S,EMABAND4S,TOTAL_EM_ABAND,EMREPROV1S,EMREPROV2S,EMREPROV3S,EMREPROV4S,TOTAL_EM_REPROV,EMAPROV1S,EMAPROV2S,EMAPROV3S,EMAPROV4S,TOTAL_EM_APROV,CONCLUINTES_EM,CONCLUINTES_EJA,EPAPROV,EPREPROV,EPABAND,EJAIABAND,EJAIAPROV,EJAIREPROV,EJAITOTAL,EJAIIABAND,EJAIIAPROV,EJAIIREPROV,EJAIITOTAL,"EJATOTAL,,"
35091352,2008,Municipal,EMEF PAULO DUARTE,7603,SAPOPEMBA,SAPOPEMBA,SAO MATEUS,LESTE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,130,137,157,198,187,183,172,140,1304,0,0,0,0,0,0,0,0,0,0,0,1,23,5,6,5,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35091406,2008,Municipal,EMEF MAURICIO GOULART,2507,CIDADE TIRADENTES,CIDADE TIRADENTES,GUAIANASES,LESTE,0,0,0,0,0,0,0,0,0,8,11,8,1,3,11,12,12,66,0,0,0,0,0,0,0,0,0,149,130,149,164,188,130,121,109,1140,0,0,0,0,0,0,0,0,0,3,0,3,27,5,10,2,14,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35068697,2008,Municipal,EMEF SEBASTIAO FRANCISCO O NEGRO,5703,PARQUE DO CARMO,ITAQUERA,ITAQUERA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,69,63,59,48,66,65,53,62,485,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35256468,2008,Municipal,CIEJA CENTRO INT ED JOVENS E ADULTOS - SANTO AMARO,1604,CAMPO GRANDE,SANTO AMARO,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35070178,2008,Municipal,EMEFM DERVILLE ALLEGRETTI PROF.,7001,SANTANA,SANTANA/TUCURUVI,JACANA/TREMEMBE,NORTE,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,4,10,0,0,0,0,0,0,0,0,0,102,102,110,94,130,104,66,124,832,0,0,0,0,0,0,0,0,0,1,0,5,21,5,2,2,18,54,0,18,10,11,0,39,61,28,13,1,103,297,244,221,26,788,213,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35055025,2008,Municipal,EMEF EMILIO RIBAS,7609,SAPOPEMBA,SAPOPEMBA,SAO MATEUS,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,131,100,96,106,124,121,86,857,0,0,0,0,0,0,0,0,0,1,3,3,10,3,13,6,14,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35249828,2008,Municipal,CEU EMEF JARDIM DA CONQUISTA II,3306,IGUATEMI,SAO MATEUS,SAO MATEUS,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69,0,86,97,107,94,159,101,713,0,0,0,0,0,0,0,0,0,0,0,0,29,1,9,15,45,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35092794,2008,Municipal,EMEF EDUCANDARIO DOM DUARTE ANEXA AO,6504,RAPOSO TAVARES,BUTANTA,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,57,37,39,32,64,54,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35092964,2008,Municipal,EMEF AURELIANO LEITE,2506,CIDADE TIRADENTES,CIDADE TIRADENTES,GUAIANASES,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,32,77,58,69,64,33,21,469,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,4,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35070185,2008,Municipal,EMEF ANTONIO ESTANISLAU DO AMARAL,4301,JARDIM ANGELA,M'BOI MIRIM,CAMPO LIMPO,SUL,0,0,0,0,0,0,0,0,0,1,0,0,4,3,2,2,13,25,0,0,0,0,0,0,0,0,0,143,201,118,155,165,144,165,148,1239,0,0,0,0,0,0,0,0,0,1,0,0,34,1,5,9,26,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35068834,2008,Municipal,EMEF LORENCO MANOEL SPARAPAN PROF.,4603,JARDIM SAO LUIS,M'BOI MIRIM,CAMPO LIMPO,SUL,0,0,0,0,0,0,0,0,0,10,0,0,6,2,1,4,25,48,0,0,0,0,0,0,0,0,0,138,132,79,98,52,137,96,109,841,0,0,0,0,0,0,0,0,0,0,6,0,76,2,11,15,55,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35092575,2008,Municipal,EMEFM ANTONIO ALVES VERISSIMO,4203,JARAGUA,PIRITUBA,PIRITUBA,NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,146,220,148,130,159,148,155,1212,0,0,0,0,0,0,0,0,0,1,1,2,36,4,5,12,32,93,0,0,0,0,0,0,48,21,8,0,77,102,64,99,0,265,99,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35054951,2008,Municipal,EMEF TAUNAY VISC. DE,7608,SAPOPEMBA,SAPOPEMBA,SAO MATEUS,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,141,168,135,136,121,155,102,1080,0,0,0,0,0,0,0,0,0,4,4,3,19,5,4,3,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35251598,2008,Municipal,ESCOLA TECNICA DO SISTEMA UNICO DE SAUDE,3501,ITAIM BIBI,PINHEIROS,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35068706,2008,Municipal,EMEF ALEXANDRE VANNUCHI LEME,2501,CIDADE TIRADENTES,CIDADE TIRADENTES,GUAIANASES,LESTE,0,0,0,0,0,0,0,0,0,3,0,1,6,6,2,4,6,28,0,0,0,0,0,0,0,0,0,122,39,102,158,151,115,120,149,956,0,0,0,0,0,0,0,0,0,0,0,2,5,0,4,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35068718,2008,Municipal,EMEF IDEMIA DE GODOY PROFA.,9605,LAJEADO,GUAIANASES,GUAIANASES,LESTE,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,73,130,116,154,122,141,137,136,1009,0,0,0,0,0,0,0,0,0,0,2,0,16,14,13,15,18,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35092745,2008,Municipal,EMEF JUSCELINO KUBITSCHEK DE OLIVEIRA PRES.,3104,GUAIANASES,GUAIANASES,GUAIANASES,LESTE,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,11,1,18,0,0,0,0,0,0,0,0,0,123,215,132,189,147,180,165,124,1275,0,0,0,0,0,0,0,0,0,6,3,2,15,2,2,12,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35055612,2008,Municipal,EMEF CAPISTRANO DE ABREU,4405,JARDIM HELENA,SAO MIGUEL,SAO MIGUEL,LESTE,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,65,145,162,30,0,123,158,146,829,0,0,0,0,0,0,0,0,0,1,5,3,6,0,10,10,18,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35068664,2008,Municipal,EMEF FRANCISCO ALVES MENDES FILHO - CHICO MENDES,2402,CIDADE LIDER,ITAQUERA,ITAQUERA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,67,67,34,73,95,65,45,479,0,0,0,0,0,0,0,0,0,0,2,2,7,0,5,3,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35068810,2008,Municipal,EMEF ELZA MAIA COSTA FREIRE PROFA.,2203,CIDADE ADEMAR,CIDADE ADEMAR,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,2,1,0,1,4,4,2,2,16,0,0,0,0,0,0,0,0,0,60,102,183,153,169,172,119,54,1012,0,0,0,0,0,0,0,0,0,0,0,0,7,14,18,0,9,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35068639,2008,Municipal,EMEF VICTOR CIVITA,4201,JARAGUA,PIRITUBA,PIRITUBA,NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,66,66,47,42,53,60,38,407,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,1,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35055256,2008,Municipal,EMEF FERNANDO DE AZEVEDO PROF.,8401,VILA CURUCA,ITAIM PAULISTA,SAO MIGUEL,LESTE,0,0,0,0,0,0,0,0,0,4,0,0,4,4,1,0,2,15,0,0,0,0,0,0,0,0,0,133,138,141,154,127,118,211,170,1192,0,0,0,0,0,0,0,0,0,2,4,0,67,2,8,27,54,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35098358,2008,Municipal,EMEF ROBERTO PATRICIO PROF.,1304,CACHOEIRINHA,CASA VERDE/CACHOEIRINHA,FREGUESIA/BRASILANDIA,NORTE,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,63,75,98,101,102,96,97,92,724,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35055220,2008,Municipal,EMEF JOANA ANGELICA DE JESUS MADRE,3103,GUAIANASES,GUAIANASES,GUAIANASES,LESTE,0,0,0,0,0,0,0,0,0,11,0,0,3,0,6,9,3,32,0,0,0,0,0,0,0,0,0,132,75,105,131,105,183,162,205,1098,0,0,0,0,0,0,0,0,0,7,0,0,6,6,10,3,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35092976,2008,Municipal,EMEF JOSE AUGUSTO CESAR SALGADO DR.,2506,CIDADE TIRADENTES,CIDADE TIRADENTES,GUAIANASES,LESTE,0,0,0,0,0,0,0,0,0,0,0,1,7,10,8,14,12,52,0,0,0,0,0,0,0,0,0,0,191,216,213,192,190,199,167,1368,0,0,0,0,0,0,0,0,0,0,2,13,25,23,14,12,6,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35068809,2008,Municipal,EMEF CARLOS AUGUSTO DE QUEIROZ ROCHA,2205,CIDADE ADEMAR,CIDADE ADEMAR,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,3,0,14,0,0,0,0,0,0,0,0,0,68,88,98,95,102,125,166,123,865,0,0,0,0,0,0,0,0,0,3,1,1,30,2,11,9,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35056996,2008,Municipal,CEU EMEF BUTANTA,6704,RIO PEQUENO,BUTANTA,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,68,170,116,96,89,54,51,742,0,0,0,0,0,0,0,0,0,5,2,2,25,8,9,14,6,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35055116,2008,Municipal,EMEF AMADEU AMARAL,6402,PONTE RASA,ERMELINO MATARAZZO,PENHA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,72,134,127,132,89,95,78,800,0,0,0,0,0,0,0,0,0,1,0,2,38,15,15,9,36,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35098784,2008,Municipal,EMEF VIRGILIO DE MELLO FRANCO,4404,JARDIM HELENA,SAO MIGUEL,SAO MIGUEL,LESTE,0,0,0,0,0,0,0,0,0,0,0,1,0,5,11,5,6,28,0,0,0,0,0,0,0,0,0,128,105,69,111,68,105,103,81,770,0,0,0,0,0,0,0,0,0,6,0,0,33,5,6,4,7,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35055359,2008,Municipal,EMEF CARLOS CHAGAS,2403,CIDADE LIDER,ITAQUERA,ITAQUERA,LESTE,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,1,2,12,0,0,0,0,0,0,0,0,0,97,98,107,115,131,166,145,104,963,0,0,0,0,0,0,0,0,0,3,1,2,13,2,5,4,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35098474,2008,Municipal,EMEF EDA TEREZINHA CHICA MEDEIROS PROFA.,6504,RAPOSO TAVARES,BUTANTA,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,64,64,104,79,101,39,71,57,579,0,0,0,0,0,0,0,0,0,5,0,0,15,1,1,1,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35098401,2008,Municipal,EMEF GERALDO SESSO JUNIOR,1108,BRASILANDIA,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,NORTE,0,0,0,0,0,0,0,0,0,2,1,2,1,0,7,3,5,21,0,0,0,0,0,0,0,0,0,153,128,135,185,218,148,142,100,1209,0,0,0,0,0,0,0,0,0,8,7,3,63,10,17,12,36,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35095631,2008,Municipal,CEU EMEF DOMINGOS RUBINO PROF.,7606,SAPOPEMBA,SAPOPEMBA,SAO MATEUS,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,0,0,0,0,0,0,0,0,105,101,117,77,111,104,96,93,804,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35054914,2008,Municipal,EMEF ALTINO ARANTES,7203,SAO LUCAS,VILA PRUDENTE/SAPOPEMBA,IPIRANGA,LESTE,0,0,0,0,0,0,0,0,0,0,1,2,0,7,1,5,13,29,0,0,0,0,0,0,0,0,0,67,97,142,145,146,116,118,105,936,0,0,0,0,0,0,0,0,0,1,5,5,36,8,4,3,17,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35098760,2008,Municipal,EMEF JOSE ERMIRIO DE MORAIS SEN.,4402,JARDIM HELENA,SAO MIGUEL,SAO MIGUEL,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,173,146,117,135,100,156,105,117,1049,0,0,0,0,0,0,0,0,0,1,2,2,14,4,5,5,18,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35072230,2008,Municipal,CEU EMEF CANDIDA DORA PINO PRETINI PROFA,7504,SAO RAFAEL,SAO MATEUS,SAO MATEUS,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,73,201,133,137,99,67,36,822,0,0,0,0,0,0,0,0,0,0,1,2,30,1,7,2,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35200050,2008,Municipal,EMEF JOAO FRANZOLIN NETO PROF.,2802,ERMELINO MATARAZZO,ERMELINO MATARAZZO,PENHA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,32,84,81,141,98,92,0,629,0,0,0,0,0,0,0,0,0,1,1,4,15,1,2,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35055542,2008,Municipal,EMEF LEONEL FRANCA PE.,4205,JARAGUA,PIRITUBA,PIRITUBA,NORTE,0,0,0,0,0,0,0,0,0,4,0,1,1,0,1,1,1,9,0,0,0,0,0,0,0,0,0,201,196,209,176,224,166,126,103,1401,0,0,0,0,0,0,0,0,0,0,1,3,47,19,14,7,34,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35068627,2008,Municipal,EMEF ALDO RIBEIRO LUZ PROF.,4204,JARAGUA,PIRITUBA,PIRITUBA,NORTE,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,0,0,14,0,0,0,0,0,0,0,0,0,71,71,152,98,119,101,70,54,736,0,0,0,0,0,0,0,0,0,4,1,2,35,2,3,9,24,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35098723,2008,Municipal,EMEF AMELIA IMP. DA.,7305,SAO MATEUS,SAO MATEUS,SAO MATEUS,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,104,115,103,138,108,134,105,903,0,0,0,0,0,0,0,0,0,0,3,0,15,6,1,2,12,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35055128,2008,Municipal,EMEF GUILHERME DE ALMEIDA,1801,CANGAIBA,PENHA,PENHA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,67,97,158,168,159,163,147,146,1105,0,0,0,0,0,0,0,0,0,1,0,0,26,2,5,0,19,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35054926,2008,Municipal,EMEF BRASILIO MACHADO NETO,7607,SAPOPEMBA,SAPOPEMBA,SAO MATEUS,LESTE,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,109,127,154,133,154,137,134,86,1034,0,0,0,0,0,0,0,0,0,16,5,4,31,8,22,23,28,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35054756,2008,Municipal,EMEF JOAO DOMINGUES SAMPAIO,8906,VILA MARIA,VILA MARIA/VILA GUILHERME,JACANA/TREMEMBE,NORTE,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,4,8,0,0,0,0,0,0,0,0,0,85,128,118,122,93,126,118,102,892,0,0,0,0,0,0,0,0,0,1,1,4,10,2,1,3,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35098541,2008,Municipal,EMEF SYLVIO HECK ALM.,5802,PEDREIRA,CIDADE ADEMAR,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,116,199,205,141,96,127,90,113,1087,0,0,0,0,0,0,0,0,0,6,11,15,47,21,45,45,4,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35054628,2008,Municipal,EMEF RUY BARBOSA,8603,VILA GUILHERME,VILA MARIA/VILA GUILHERME,JACANA/TREMEMBE,NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,88,144,120,116,104,132,103,874,0,0,0,0,0,0,0,0,0,0,2,0,29,0,1,0,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35055529,2008,Municipal,EMEF RENATO ANTONIO CHECCHIA PROF.,6303,PIRITUBA,PIRITUBA,PIRITUBA,NORTE,0,0,0,0,0,0,0,0,0,1,0,2,2,11,3,12,32,63,0,0,0,0,0,0,0,0,0,199,166,202,196,165,148,140,101,1317,0,0,0,0,0,0,0,0,0,7,5,2,42,3,8,4,43,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35098371,2008,Municipal,EMEF HELIO FRANCO CHAVES CEL.,8103,TREMEMBE,JACANA/TREMEMBE,JACANA/TREMEMBE,NORTE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,6,0,0,0,0,0,0,0,0,0,112,109,134,128,186,119,107,83,978,0,0,0,0,0,0,0,0,0,1,0,2,8,11,4,2,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35055591,2008,Municipal,EMEF ARMANDO CRIDEY RIGHETTI,4405,JARDIM HELENA,SAO MIGUEL,SAO MIGUEL,LESTE,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,143,199,198,123,188,201,174,149,1375,0,0,0,0,0,0,0,0,0,14,6,0,20,8,8,24,24,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35055232,2008,Municipal,EMEF ALEXANDRE DE GUSMAO,9606,LAJEADO,GUAIANASES,GUAIANASES,LESTE,0,0,0,0,0,0,0,0,0,0,2,2,0,5,5,9,5,28,0,0,0,0,0,0,0,0,0,0,175,134,193,183,197,170,183,1235,0,0,0,0,0,0,0,0,0,0,0,1,5,6,7,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35094785,2008,Municipal,EMEF JOSE PEDRO LEITE CORDEIRO DR.,3610,ITAIM PAULISTA,ITAIM PAULISTA,SAO MIGUEL,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,56,139,145,119,83,37,0,126,705,0,0,0,0,0,0,0,0,0,0,4,0,43,1,0,0,17,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35098772,2008,Municipal,EMEF JOSE HONORIO RODRIGUES,8404,VILA CURUCA,ITAIM PAULISTA,SAO MIGUEL,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,9,0,0,0,0,0,0,0,0,0,34,97,93,89,87,125,94,75,694,0,0,0,0,0,0,0,0,0,0,1,0,7,9,7,8,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35068779,2008,Municipal,EMEF MARIA RITA LOPES PONTES - IRMA DULCE,1906,CAPAO REDONDO,CAMPO LIMPO,CAMPO LIMPO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,111,101,127,113,98,144,139,833,0,0,0,0,0,0,0,0,0,0,0,4,22,2,7,7,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35098486,2008,Municipal,EMEF PEDRO NAVA,6703,RIO PEQUENO,BUTANTA,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,64,99,98,48,64,99,65,53,590,0,0,0,0,0,0,0,0,0,1,6,2,12,2,4,2,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
